tpep_pickup_datetime,tpep_dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
1/1/2016 0:01,1/1/2016 0:12,-73.97856903,40.7295723,-73.95544434,40.76834869
1/1/2016 0:01,1/1/2016 0:05,-73.99903107,40.7342186,-73.9992218,40.72902679
1/1/2016 0:01,1/1/2016 0:16,-73.95992279,40.77350235,-73.88846588,40.81656265
1/1/2016 0:01,1/1/2016 0:24,-73.99394226,40.75671387,-74.00363159,40.75147247
1/1/2016 0:01,1/1/2016 0:07,-74.00257874,40.73963928,-74.00219727,40.74522018
1/1/2016 0:01,1/1/2016 0:34,-73.99676514,40.74243927,-73.94156647,40.85139084
1/1/2016 0:01,1/1/2016 0:08,-73.97644806,40.75837708,-73.9764328,40.74510574
1/1/2016 0:01,1/1/2016 0:08,-74.00428009,40.72182083,-73.99907684,40.73403168
1/1/2016 0:01,1/1/2016 0:16,-73.97149658,40.75601196,-74.01550293,40.71789551
1/1/2016 0:01,1/1/2016 0:12,-73.96272278,40.75853729,-73.98394775,40.7301712
1/1/2016 0:01,1/1/2016 0:09,-73.99049377,40.75639343,-73.99060059,40.75630569
1/1/2016 0:01,1/1/2016 0:12,-73.98662567,40.71822357,-73.99988556,40.72937775
1/1/2016 0:01,1/1/2016 0:20,-73.99214172,40.7641449,-73.97506714,40.75082779
1/1/2016 0:01,1/1/2016 0:04,-73.97707367,40.75199127,-73.97888184,40.74990082
1/1/2016 0:01,1/1/2016 0:27,-73.95616913,40.70775604,-73.93994904,40.83955765
1/1/2016 0:01,1/1/2016 0:08,-73.92160797,40.74373627,-73.90097809,40.74577332
1/1/2016 0:01,1/1/2016 0:21,-73.99310303,40.75263214,-73.9539032,40.81653976
1/1/2016 0:01,1/1/2016 0:08,-73.99994659,40.73829269,-74.01635742,40.70805359
1/1/2016 0:01,1/1/2016 0:05,-73.99326324,40.68259811,-73.98285675,40.68603897
1/1/2016 0:01,1/1/2016 0:09,-73.9875412,40.72470474,-73.99993134,40.73026276
1/1/2016 0:01,1/1/2016 0:16,-73.98300934,40.73141861,-73.93096924,40.80846024
1/1/2016 0:01,1/1/2016 0:07,-73.93271637,40.75305939,-73.96291351,40.75709915
1/1/2016 0:01,1/1/2016 0:13,-73.97369385,40.75785446,-73.96363831,40.80043793
1/1/2016 0:01,1/1/2016 0:02,-73.99221802,40.72510147,-73.98838806,40.72410202
1/1/2016 0:01,1/1/2016 0:21,-73.99546814,40.7595787,-73.94866943,40.777771
1/1/2016 0:01,1/1/2016 0:26,-74.00636292,40.74378204,-73.95340729,40.78246689
1/1/2016 0:01,1/1/2016 0:18,-73.9672699,40.75689316,-74.00209045,40.75070572
1/1/2016 0:01,1/1/2016 0:28,-73.99514008,40.7198143,-73.98709869,40.75163651
1/1/2016 0:01,1/1/2016 0:11,-73.99155426,40.72249222,-73.97362518,40.73801422
1/1/2016 0:01,1/1/2016 0:04,-73.95492554,40.77910614,-73.96128845,40.78023911
1/1/2016 0:01,1/1/2016 0:08,-74.00563812,40.74062729,-73.99571991,40.73334885
1/1/2016 0:01,1/1/2016 0:03,-73.97080231,40.79851151,-73.96903992,40.80350876
1/1/2016 0:01,1/1/2016 0:15,-73.98200226,40.76962662,-73.98165894,40.72130585
1/1/2016 0:01,1/1/2016 0:12,-74.00427246,40.74239349,-74.01408386,40.70966721
1/1/2016 0:01,1/1/2016 0:04,-73.97386169,40.75616837,-73.97801971,40.75486374
1/1/2016 0:01,1/1/2016 0:47,-74.00382233,40.72232056,-73.8833313,40.74882889
1/1/2016 0:02,1/1/2016 0:11,-73.99436951,40.7460289,-73.98053741,40.73040009
1/1/2016 0:02,1/1/2016 0:10,-73.99658966,40.73751068,-73.9949646,40.75002289
1/1/2016 0:02,1/1/2016 0:12,-73.98890686,40.75022125,-73.96617889,40.75376129
1/1/2016 0:02,1/1/2016 0:01,0,0,-74.00541687,40.72804642
1/1/2016 0:02,1/1/2016 0:26,-74.00057983,40.72979355,-73.95503998,40.81970215
1/1/2016 0:02,1/1/2016 0:04,-73.97151947,40.79268265,-73.96469879,40.80171967
1/1/2016 0:02,1/1/2016 0:08,-73.97570038,40.7869072,-73.95613861,40.81296921
1/1/2016 0:02,1/1/2016 0:19,-73.95446014,40.78974915,-73.98426819,40.76734924
1/1/2016 0:02,1/1/2016 0:03,-74.00214386,40.73955536,-74.00348663,40.74014282
1/1/2016 0:02,1/1/2016 0:20,-74.00104523,40.74166107,-73.9808197,40.75072098
1/1/2016 0:02,1/1/2016 0:16,-73.77680206,40.64545441,-73.83950806,40.72218704
1/1/2016 0:02,1/1/2016 0:23,-73.98544312,40.73571014,-73.95748901,40.81161118
1/1/2016 0:02,1/1/2016 0:19,-73.9784317,40.7630043,-73.89784241,40.7209816
1/1/2016 0:02,1/1/2016 0:03,-73.97646332,40.76531982,-73.97554016,40.76551056
1/1/2016 0:02,1/1/2016 0:29,-73.98159027,40.75799561,-74.01790619,40.70620728
1/1/2016 0:02,1/1/2016 0:04,-73.96315765,40.7583313,-73.95252991,40.77297592
1/1/2016 0:02,1/1/2016 0:25,-73.96846008,40.76071167,-73.86956787,40.74906158
1/1/2016 0:02,1/1/2016 0:04,-73.98195648,40.77373886,-73.98812103,40.77490234
1/1/2016 0:02,1/1/2016 0:12,-73.98119354,40.78085327,-73.95193481,40.79136276
1/1/2016 0:02,1/1/2016 0:04,-73.99858856,40.76058578,-73.9979248,40.75637436
1/1/2016 0:02,1/1/2016 0:15,-73.99193573,40.74425125,-73.97875214,40.72845459
1/1/2016 0:02,1/1/2016 0:16,-73.9850769,40.73244858,-73.99691772,40.76036835
1/1/2016 0:02,1/1/2016 0:31,-73.97560883,40.78682709,-73.83181763,40.70556641
1/1/2016 0:02,1/1/2016 0:06,-73.98664093,40.74277115,-73.99272156,40.74832916
1/1/2016 0:02,1/1/2016 0:28,-73.99021912,40.71477509,-73.97870636,40.7773056
1/1/2016 0:02,1/1/2016 0:06,-73.99034882,40.76680756,-73.98143768,40.76613998
1/1/2016 0:02,1/1/2016 0:11,-73.99751282,40.68378067,-73.95262909,40.71405029
1/1/2016 0:02,1/1/2016 0:13,-73.87460327,40.77410126,-73.94418335,40.7166481
1/1/2016 0:02,1/1/2016 0:19,-73.95864105,40.70891571,-73.99645233,40.73714828
1/1/2016 0:02,1/1/2016 0:23,-73.9784317,40.72467804,-73.9859314,40.76804352
1/1/2016 0:02,1/1/2016 0:04,-74.01647186,40.71011353,-74.01800537,40.70575333
1/1/2016 0:02,1/1/2016 0:06,-73.99475861,40.7577095,-73.990448,40.76646423
1/1/2016 0:02,1/1/2016 0:10,-73.98042297,40.76047134,-73.94770813,40.75215149
